entity,isInUMLS,weight
eastern mediterranean countries,0,32.6554
effect of fluorouracil,0,32.6554
effects of apios,0,32.6554
effects of bariatric,0,32.6554
egerd,0,32.6554
ela-creert,0,32.6554
endometrioid uterine carcinomas,0,32.6554
enterra therapy system,0,32.6554
eo,1,32.6554
erg oncoprotein expression,0,32.6554
et-1 and mmp-9,0,32.6554
european american men,0,32.6554
evodiamine and rosiglitazone,0,32.6554
exercise energy expenditure,0,32.6554
experimental group 2,0,32.6554
fabp,0,32.6554
fabp4 and rage,0,32.6554
factors of cv,0,32.6554
false positive result,1,32.6554
faster bph growth,0,32.6554
features of kidney,0,32.6554
feeding and ambulation,0,32.6554
female nexlpl mice,0,32.6554
ffar1 and ffar4,0,32.6554
field of probiotics,0,32.6554
first-line metastatic chemotherapy,0,32.6554
fobt and psa,0,32.6554
focal intestinal metaplasia,0,32.6554
food and milk,0,32.6554
former cpp women,0,32.6554
formulations of metformin,0,32.6554
ftors8050136,0,32.6554
function and disability,0,32.6554
future healthcare costs,0,32.6554
future ischaemic stroke,0,32.6554
g 100 g,0,32.6554
g4c14-to-a4t14,0,32.6554
gamma-cyclodextrin,1,32.6554
gamma-synuclein,1,32.6554
genomic risk information,0,32.6554
gh igf-i axis,0,32.6554
ghrelin and des-acyl,0,32.6554
gl ffa cycle,0,32.6554
gland and uterus,0,32.6554
glucose metabolism genetic,0,32.6554
glucose metabolism traits,0,32.6554
gordonibacter,1,32.6554
gper ko mice,0,32.6554
gprc6a,1,32.6554
gynecological cancer survivors,0,32.6554
hascs,0,32.6554
hausa,0,32.6554
hbrs-3 receptor activation,0,32.6554
hcc in egypt,0,32.6554
health control beliefs,0,32.6554
health sciences campus,0,32.6554
healthy aging outcome,0,32.6554
healthy food choice,0,32.6554
hgf c-met pathway,0,32.6554
hgp and glycogenolysis,0,32.6554
hickman,0,32.6554
high calcium diet,1,32.6554
high fgf19 expression,0,32.6554
high gl diet,0,32.6554
high-protein low-carbohydrate diets,0,32.6554
hispanic college women,0,32.6554
history of nmsc,0,32.6554
history of preeclampsia,0,32.6554
hiv and aids,0,32.6554
hospitalizations of adults,0,32.6554
hotair,1,32.6554
hr and cis,0,32.6554
hypodense liver lesions,0,32.6554
hypothalamic obesity syndrome,0,32.6554
iel,1,32.6554
il-6 and ros,0,32.6554
il-6 ko mice,0,32.6554
iliac lymph nodes,1,32.6554
incisional and organ,0,32.6554
indications for conversion,0,32.6554
infectious disease vaccines,0,32.6554
interactions with stress,0,32.6554
internal medical complications,0,32.6554
intestinal fatty acid,0,32.6554
intestine and colon,0,32.6554
intra-abdominal cancer surgery,0,32.6554
involvement after nac,0,32.6554
ipt,1,32.6554
j cell physiol,0,32.6554
jail and prison,0,32.6554
kentucky ovarian cancer,0,32.6554
kg m year,0,32.6554
kg per year,0,32.6554
ki67 expression levels,0,32.6554
l-lg,0,32.6554
l-t,0,32.6554
laparoscopy-assisted radical gastrectomy,0,32.6554
late stage breast,0,32.6554
lateral node dissection,0,32.6554
latin american countries,0,32.6554
leak after colon,0,32.6554
lep-r and lep-r,0,32.6554
leptin shrna obascs,0,32.6554
leptin-deficient obese ob,0,32.6554
level of he4,0,32.6554
levels of ggt,0,32.6554
lifestyle behaviour change,0,32.6554
limb fat ratio,0,32.6554
living in institutions,0,32.6554
local remnant tumor,0,32.6554
long-lived ames dwarf,0,32.6554
longevity and aging,0,32.6554
loss and der,0,32.6554
loss on vitamin,0,32.6554
low na ancestry,0,32.6554
low risk prostate,0,32.6554
low-molecular weight phthalates,0,32.6554
low-risk endometrial cancer,0,32.6554
lung cancer lobectomy,0,32.6554
macrophage-mediated inflammatory responses,0,32.6554
major intra-abdominal cancer,0,32.6554
male high school,0,32.6554
males with barrett,0,32.6554
malignant endometrial polyps,0,32.6554
maximal oxygen uptake,0,32.6554
mbd and bmd,0,32.6554
mcf-7 her2 cells,0,32.6554
medial femoral lymphadenectomy,0,32.6554
met1 tumor growth,0,32.6554
metabolism genetic variants,0,32.6554
metabolites and lipids,0,32.6554
metachronous colorectal adenoma,0,32.6554
metformin 1000 mg,1,32.6554
mgt,0,32.6554
mhbc,0,32.6554
miles of travel,0,32.6554
mir-130b,0,32.6554
mir-181a,0,32.6554
mixed mullerian tumour,1,32.6554
mobile phone apps,0,32.6554
morbidly obese mice,0,32.6554
mouse prostate tumors,0,32.6554
napoleon,0,32.6554
narratives and peer,0,32.6554
ncd risk factors,0,32.6554
network-based disease-gene prioritization,0,32.6554
new bc events,0,32.6554
new cut-off points,0,32.6554
nf-kappab and stat3,0,32.6554
nhpi,0,32.6554
ninety-day postoperative mortality,0,32.6554
nlst,0,32.6554
non-cancer biliary tract,0,32.6554
non-cscs,0,32.6554
non-prostate cancer mortality,0,32.6554
non-surgical cancer patients,0,32.6554
nuclear lipid microdomains,0,32.6554
number of categories,0,32.6554
numbers of tams,0,32.6554
nutrition-related cancer prevention,0,32.6554
o-glcnacylation,0,32.6554
obese class 3,0,32.6554
obese class ii&iii,0,32.6554
obese ii iii,0,32.6554
obesity and stress,0,32.6554
obesity policy research,0,32.6554
obesity to u,0,32.6554
obesity-related cancer cell,0,32.6554
ocn,1,32.6554
oesophageal adenocarcinoma patients,0,32.6554
one suprapubic assist,0,32.6554
optimal bsi cut-points,0,32.6554
orexin-a,1,32.6554
organic food consumption,0,32.6554
os and tnt,0,32.6554
other arab countries,0,32.6554
other truck drivers,0,32.6554
outcomes in mrcc,0,32.6554
overall skin cancer,0,32.6554
overweight to or,0,32.6554
ovx hf mice,0,32.6554
ovx lf group,0,32.6554
ownership and cancer,0,32.6554
p-value for difference,0,32.6554
p53 gene mutation,0,32.6554
pacific island territories,0,32.6554
palm-olein fed rats,0,32.6554
pathologic tumor size,0,32.6554
patients with osteoarthritis,0,32.6554
patients with pancreatitis,0,32.6554
patients with sepsis,0,32.6554
pcs on adt,0,32.6554
pdgs,0,32.6554
pe and af,0,32.6554
pediatric sleep medicine,0,32.6554
pelvic pain syndrome,1,32.6554
perceptions of skin,0,32.6554
periprostatic wat inflammation,0,32.6554
persons with dd,0,32.6554
pgrn,1,32.6554
phaseolus vulgaris lectins,1,32.6554
phi,1,32.6554
phosphorylated insulin receptor,0,32.6554
physical activity plans,0,32.6554
physicians'practices,0,32.6554
phytochemicals and bioactives,0,32.6554
picc,1,32.6554
pilates,1,32.6554
plasma grp78 levels,0,32.6554
plco and nlst,0,32.6554
plt,1,32.6554
pol η mice,0,32.6554
poliomyelitis,1,32.6554
ppar-δ,0,32.6554
ppargc1a and adipoq,0,32.6554
ppfv,0,32.6554
prca,0,32.6554
prebiopsy prostate specific,0,32.6554
prebiopsy psa level,0,32.6554
premalignant lesion cells,0,32.6554
prescription at age,0,32.6554
prevalence of anti-hcv,0,32.6554
prevalence of nps,0,32.6554
preventable cancer deaths,0,32.6554
primary care utilization,0,32.6554
profactor-h,0,32.6554
prophylactic ivc filters,0,32.6554
prostatitis chronic pelvic,0,32.6554
ptp active site,0,32.6554
pubertal height growth,0,32.6554
pufa and flavonoids,0,32.6554
pure laparoscopic rp,0,32.6554
quercetagetin,1,32.6554
rad21 gene dosage,0,32.6554
ras src-activated cells,0,32.6554
rates of recall,0,32.6554
recreational physical inactivity,0,32.6554
reduction in docetaxel,0,32.6554
relation to hormone,0,32.6554
reproductive tract infections,1,32.6554
rest-activity,0,32.6554
rho guanosine triphosphatase,0,32.6554
rhr,1,32.6554
risk of acs,0,32.6554
risk of organ-space,0,32.6554
risk of psms,0,32.6554
robotic-assisted ivor-lewis esophagectomy,0,32.6554
robotic-assisted pulmonary lobectomy,0,32.6554
rotator cuff tendinitis,1,32.6554
rs9939609 and mc4r,0,32.6554
salbutamol inhaler prescription,0,32.6554
salivary gland cancer,1,32.6554
scd200,0,32.6554
screening in asia,0,32.6554
second non-breast cancer,0,32.6554
second obesity-associated cancers,0,32.6554
secondary school students,0,32.6554
serum total l-carnitine,0,32.6554
severity of copd,0,32.6554
sexual behavioral risk,0,32.6554
significant positive impact,0,32.6554
situs inversus totalis,0,32.6554
skin cancer threat,0,32.6554
specific food plants,0,32.6554
sperm dna integrity,0,32.6554
spina bifida population,0,32.6554
spouses or partners,0,32.6554
srebp-1 and cox-2,0,32.6554
staging and resection,0,32.6554
status-metabolic health phenotypes,0,32.6554
studies about knowledge,0,32.6554
sulfamates,0,32.6554
supportive care needs,0,32.6554
suprapubic assist port,0,32.6554
surface-based body shape,0,32.6554
surgical resection-related mortality,0,32.6554
survival to hospital,0,32.6554
svt,1,32.6554
t1 high grade,0,32.6554
taf273,0,32.6554
tecomella undulata bark,0,32.6554
testosterone and dht,0,32.6554
tgf-β in a549,0,32.6554
the 1 pme,0,32.6554
these eight cases,0,32.6554
thyroid carcinoma cell,0,32.6554
tn-2,0,32.6554
tnbc in aaw,0,32.6554
tocopherols and tocotrienols,0,32.6554
total coronary events,0,32.6554
total free phenolics,0,32.6554
total leisure-time pa,0,32.6554
treatment of fractures,0,32.6554
trf,1,32.6554
trinidad and tobago,1,32.6554
trout,1,32.6554
truck,1,32.6554
true independent risk,0,32.6554
tt 3 ng,0,32.6554
tumours in men,0,32.6554
type ii emca,0,32.6554
ucc and ovc,0,32.6554
umbilical incisional ports,0,32.6554
units g hb,0,32.6554
unmet supportive care,0,32.6554
unscheduled cesarean delivery,0,32.6554
unsupervised exercise program,0,32.6554
upper gastrointestinal microbiota,0,32.6554
urinary tract syndrome,0,32.6554
use after cancer,0,32.6554
use of ais,0,32.6554
use of corticosteroids,0,32.6554
very short sleep,0,32.6554
vfa and sfa,0,32.6554
vitb12,1,32.6554
vs lowest tertile,0,32.6554
weight loss diets,1,32.6554
weight status-metabolic health,0,32.6554
wheatgrass,1,32.6554
wine and moderate,0,32.6554
wisewoman lifestyle interventions,0,32.6554
women with endometriosis,0,32.6554
workplace health promotion,0,32.6554
xrt,0,32.6554
years post surgery,0,32.6554
ymca exercise program,0,32.6554
young obese mice,0,32.6554
zap-70,1,32.6554
zucker fatty rats,0,32.6554
α-mg,0,32.6554
η,0,32.6554
ambulation,1,32.4432
ang,1,32.4432
angptl2,1,32.4432
apoa1,1,32.4432
asir,0,32.4432
calcitriol,1,32.4432
cd133+,0,32.4432
dentists,1,32.4432
dermolipectomy,1,32.4432
dhs,1,32.4432
e-selectin,1,32.4432
eat,1,32.4432
echo,1,32.4432
epidemiologic research program at aichi cancer center,0,32.4432
esa,1,32.4432
exenteration,1,32.4432
fund and american institute for cancer research,0,32.4432
gluten,1,32.4432
gos,0,32.4432
gsea,0,32.4432
hepaticus,0,32.4432
hfcd,0,32.4432
hfds,0,32.4432
lar,1,32.4432
lid,0,32.4432
modified national cholesterol education program adult treatment,0,32.4432
mvrr,0,32.4432
ni,1,32.4432
nod,1,32.4432
non-adherence,0,32.4432
noncarriers,0,32.4432
op,0,32.4432
p62,1,32.4432
pdf,1,32.4432
pdk,1,32.4432
prohibitins,0,32.4432
prostate cancer risk between us african american,0,32.4432
research fund and american institute for cancer,0,32.4432
retn,1,32.4432
rol,0,32.4432
rs1800795,0,32.4432
sfn,1,32.4432
surgeons national surgical quality improvement program database,0,32.4432
timp3,1,32.4432
upa,1,32.4432
utis,1,32.4432
→,0,32.4432
adiposopathy,0,32.3683
ag,1,32.3683
augmentation,1,32.3683
bcl-xl,1,32.3683
bcl2,1,32.3683
bother,0,32.3683
britain,0,32.3683
chaperone,1,32.3683
clones,1,32.3683
clonogenicity,0,32.3683
conflict,1,32.3683
daughters,1,32.3683
electrolyte,1,32.3683
epic-potsdam,0,32.3683
eyes,1,32.3683
genus,1,32.3683
hdacs,0,32.3683
hips,1,32.3683
il1β,0,32.3683
incretin,1,32.3683
inositol,1,32.3683
insecurity,1,32.3683
isozymes,1,32.3683
ki-67,0,32.3683
life-course,0,32.3683
med,1,32.3683
mlh1,1,32.3683
moderate,1,32.3683
myeloperoxidase,1,32.3683
olmsted,0,32.3683
portugal,1,32.3683
rar,1,32.3683
ten-year,0,32.3683
thickening,1,32.3683
transportation,1,32.3683
tumourigenesis,0,32.3683
16q loss,0,32.3485
5-y css,0,32.3485
5-y os,0,32.3485
6nb mice,0,32.3485
7-9 years,0,32.3485
96-bp insertion,0,32.3485
af ablation,0,32.3485
african-american smokers,0,32.3485
age death,1,32.3485
airway obstruction,1,32.3485
aitc metabolites,0,32.3485
alu insertion,0,32.3485
androgenic sex,0,32.3485
angiolymphatic invasion,0,32.3485
anthocleista species,0,32.3485
anti-dfs70 ledgfp75,0,32.3485
antibody levels,0,32.3485
antigen awareness,0,32.3485
arm symptoms,1,32.3485
asc function,0,32.3485
asthma hospital,0,32.3485
autism spectrum,0,32.3485
autoinflammatory conditions,0,32.3485
background weight,0,32.3485
basal cells,1,32.3485
bella coola,0,32.3485
beta-catenin positive,0,32.3485
beverage groups,0,32.3485
bfg hs,0,32.3485
bladder volume,1,32.3485
bone involvement,0,32.3485
breakfast cereal,1,32.3485
c-erbb2 expression,0,32.3485
c57bl 6nb,0,32.3485
cancer malignancies,0,32.3485
cancer second,1,32.3485
carcinoma screening,0,32.3485
care processes,0,32.3485
cb1r antagonists,0,32.3485
cc screening,0,32.3485
ccl2 expression,0,32.3485
cd163+ macrophages,0,32.3485
cd36 transcription,0,32.3485
cdk4 ivs4-nt40,0,32.3485
cdkn2a p16,0,32.3485
cee countries,0,32.3485
cerebral haemorrhage,1,32.3485
cerebral infarct,1,32.3485
chop 5'utr-c,0,32.3485
cinnamic acid,1,32.3485
class ii&iii,0,32.3485
clot burden,0,32.3485
cobb institute,0,32.3485
completion pneumonectomy,1,32.3485
confirmatory biopsy,0,32.3485
constitutional risk,0,32.3485
constraint-based modeling,0,32.3485
couple-focused interventions,0,32.3485
cp cpps,0,32.3485
cpp women,0,32.3485
cr screening,0,32.3485
current depression,0,32.3485
cvf mice,0,32.3485
cyp2e1 rsai,0,32.3485
d1 positive,0,32.3485
delta ligands,0,32.3485
disease analyzer,0,32.3485
dm improvement,0,32.3485
dnmt3a mice,0,32.3485
docetaxel rdi,0,32.3485
double-staple technique,0,32.3485
dp thymocytes,0,32.3485
dr mice,0,32.3485
dysfunctional macrophages,0,32.3485
egfr mutation,0,32.3485
emotional valence,0,32.3485
endometrial echo,0,32.3485
epithelial mass,0,32.3485
euthyroid subjects,0,32.3485
evaluation process,0,32.3485
exercise energy,0,32.3485
exogenous fabp4,0,32.3485
fa beta-oxidation,0,32.3485
fat-modified foods,0,32.3485
favorable lifestyle,0,32.3485
female nexlpl,0,32.3485
food index,0,32.3485
galectin-3 levels,0,32.3485
gastric pressure,1,32.3485
genetic inflammation,0,32.3485
glucose cotransporter,0,32.3485
gluteal-femoral fat,0,32.3485
glycated proteins,0,32.3485
gout onset,0,32.3485
gper ko,0,32.3485
grain diet,0,32.3485
gsea dflat,0,32.3485
han women,0,32.3485
haul drivers,0,32.3485
hc diet,0,32.3485
health-related unemployment,0,32.3485
herbal remedies,0,32.3485
hf hs,0,32.3485
high group,0,32.3485
high igf1r,0,32.3485
hip oa,1,32.3485
hipk2 protein,0,32.3485
histiocytoid sweet,0,32.3485
hiv-negative men,0,32.3485
hope index,0,32.3485
hour week,0,32.3485
hp2010 objective,0,32.3485
hspd1 rs2605039,0,32.3485
human wnt10b,0,32.3485
id1 mice,0,32.3485
igf1 deficiency,1,32.3485
image-based flow,0,32.3485
inflammation networks,0,32.3485
inflammatory-related mortality,0,32.3485
inhibitor control,0,32.3485
inkt cells,1,32.3485
intervention mapping,0,32.3485
intestinal continuity,0,32.3485
intestinal tumour,0,32.3485
intracellular oestradiol,0,32.3485
ip chemotherapy,0,32.3485
knowledge score,0,32.3485
land elevation,0,32.3485
leptin shrna,0,32.3485
limb fat,0,32.3485
localized lymphedema,0,32.3485
long-term vka,0,32.3485
lowest quantiles,0,32.3485
m-phb mice,0,32.3485
mainland united,0,32.3485
mammary hyperplasia,0,32.3485
mapping protocol,0,32.3485
mda rcc,0,32.3485
mdd patients,0,32.3485
meal time,1,32.3485
message education,0,32.3485
metropolitan counties,0,32.3485
midlife risk,0,32.3485
mif concentrations,0,32.3485
mir‑1 133a,0,32.3485
mttp-iko mice,0,32.3485
na ancestry,0,32.3485
naf leptin,0,32.3485
neck bmd,0,32.3485
net survival,1,32.3485
nilco molecules,0,32.3485
non-inflammatory breast,0,32.3485
non-malignant cells,0,32.3485
non-renal cell,0,32.3485
non-vasculitis patients,0,32.3485
nordic food,0,32.3485
nox2ko mice,0,32.3485
npy expression,0,32.3485
npy receptor,0,32.3485
npy-receptor activation,0,32.3485
obese inpatients,0,32.3485
obesity policy,0,32.3485
oc pesticides,0,32.3485
occupational inequalities,0,32.3485
oral environment,0,32.3485
overweight control,0,32.3485
ox1 receptor,0,32.3485
oxldl-induced cytotoxicity,0,32.3485
pacific females,0,32.3485
parathyroid adenoma,1,32.3485
parents guardians,0,32.3485
parous mice,0,32.3485
pas kinase,1,32.3485
pathogenetic type,0,32.3485
pd complications,0,32.3485
pelvic circumference,0,32.3485
